datetime,headline,summary,source,url,categories,tags,api_source
2025-06-03T19:15:37,"Tokenized funds are scaling fast, hitting $5.7B — Moody’s","Moody’s finds growing institutional demand for tokenized money market funds, citing benefits in liquidity, compliance and operational efficiency.",Cointelegraph,https://cointelegraph.com/news/tokenized-funds-scaling-fast-hitting-5-7b-moodys?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T17:41:28,"Classover signs $500M convertible note deal for Solana reserve","The K-12 education company has up to $900 million to purchase Solana tokens.",Cointelegraph,https://cointelegraph.com/news/classover-500m-convertible-note-deal-solana-reserve?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T16:10:00,"Retail is back, but not where you think — Bitget COO","Vugar Usi Zade dispelled the myth that retail investors are no longer interested in Bitcoin and cryptocurrency.",Cointelegraph,https://cointelegraph.com/news/crypto-retail-traders-changed-bitget-executive?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T15:45:00,"Crypto policy trends to watch in 2025: Privacy, development and adoption","As crypto goes mainstream, regulation is no longer a distant threat or bureaucratic detail — it’s the new foundation.",Cointelegraph,https://cointelegraph.com/explained/crypto-policy-trends-to-watch-in-2025-privacy-development-and-adoption?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T15:11:15,"Bitcoin taps $106K liquidity as bulls defend price with $260M bid","BTC price action is already hunting liquidity immediately above price as support thickens, but market analysis doubts that new highs will come this week.",Cointelegraph,https://cointelegraph.com/news/bitcoin-160k-liquidity-bulls-defend-price-260m-in-place?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T15:00:00,"DeFi must go back to its P2P roots to gain mass adoption","To achieve true mass adoption, DeFi must return to its P2P origins, empower people with permissionless interactions, and restore the transparency that early DeFi promised.",Cointelegraph,https://cointelegraph.com/news/de-fi-must-go-back-to-p2-p-roots?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T15:00:00,"Cango produced over $100M of Bitcoin in two months after mining pivot","Cango mined 954.5 BTC worth more than $100 million in April and May, following its full pivot to Bitcoin mining and sale of its legacy operations.",Cointelegraph,https://cointelegraph.com/news/better-cango-produced-100m-of-bitcoin-in-first-two-months-after-mining-pivot?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T14:45:00,"Michael Saylor vs. David Bailey: Different paths toward institutional Bitcoin adoption","Saylor and Bailey are changing Bitcoin’s role in finance, driving corporate adoption and long-term treasury strategies.",Cointelegraph,https://cointelegraph.com/explained/michael-saylor-vs-david-bailey-different-paths-toward-institutional-bitcoin-adoption?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T14:20:44,"MARA increases Bitcoin production by 35% amid new hashrate highs","With the latest mining production in May, Mara has increased its Bitcoin holdings to 49,179 BTC and has sold zero BTC, according to chief financial officer Salman Khan.",Cointelegraph,https://cointelegraph.com/news/mara-increases-bitcoin-production-35-percent-new-hashrate-highs?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T14:05:58,"How to Use ChatGPT to analyze crypto market movements","Use ChatGPT to summarize market news, interpret on-chain data, compare token metrics, and spot sentiment shifts using structured prompts.",Cointelegraph,https://cointelegraph.com/news/how-to-use-chatgpt-to-analyze-crypto-market-movements?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T13:59:55,"Crypto VC deals hit 2025 low despite $909M raised in May","Analysts point to a combination of crypto and macro-specific factors, paired with the “seasonal patterns” of summer illiquidity as the main reasons for slowing investor appetite.",Cointelegraph,https://cointelegraph.com/news/crypto-vc-deal-count-2025-low-ma-2-9b-record?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T13:07:38,"Crocodilus malware goes global with new crypto, banking heist features","The Crocodilus banking trojan is expanding globally with new campaigns targeting crypto wallets and banking apps, now reaching Europe and South America.",Cointelegraph,https://cointelegraph.com/news/crocodilus-android-trojan-targets-crypto-banking-apps?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T13:04:14,"Tether moves $3.9B in Bitcoin to Twenty One Capital","Tether and Bitfinex moved $3.9 billion in Bitcoin to Jack Mallers’ Twenty One Capital, now the third-largest corporate BTC holder after Strategy and MARA.",Cointelegraph,https://cointelegraph.com/news/tether-bitcoin-transfer-twenty-one-capital?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T12:01:14,"Coinbase data scandal sparks calls to scrap KYC","A Coinbase insider scandal exposed 70,000 users’ personal data, triggering debates on rethinking crypto’s KYC systems.",Cointelegraph,https://cointelegraph.com/news/coinbase-data-scandal-scrap-kyc?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T10:59:25,"Bitcoin traders predict ‘larger correction’ as BTC price eyes sub-$100K liquidity","Bitcoin hovers around $105,000, but bulls struggle with upside momentum as $100,000 comes into the picture.",Cointelegraph,https://cointelegraph.com/news/bitcoin-traders-predict-larger-correction-btc-price-sub-100k-liquidity?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T10:56:34,"James Wynn’s second $100M Bitcoin bet: ‘They are hunting me’","Wynn has asked the crypto community for donations to help him fight the “market-making cabal” that he says is hunting for his liquidation.",Cointelegraph,https://cointelegraph.com/news/james-wynn-2nd-100m-bitcoin-bet-hunting-me?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T10:36:33,"Bitcoin miners sued over cryptography patents in US court case","After buying 32,000 BlackBerry patents, Malikie Innovations sued Bitcoin miners Marathon Digital and Core Scientific over alleged use of its intellectual property.",Cointelegraph,https://cointelegraph.com/news/bitcoin-patent-lawsuit-targets-marathon-core-scientific?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T09:35:05,"Texas Representative Gill under fire over late $500K Bitcoin disclosures","Texas Representative Brandon Gill faces scrutiny after filing late disclosures for $500,000 in Bitcoin trades, as questions over timing and STOCK Act violations arise.",Cointelegraph,https://cointelegraph.com/news/texas-rep-brandon-gill-bitcoin-disclosures-stock-act?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T09:11:47,"Blockchain Group adds $68M in Bitcoin to corporate treasury","Paris-based Blockchain Group acquired $68 million in Bitcoin, bringing its total holdings to 1,471 BTC amid rising institutional interest in crypto treasury strategies.",Cointelegraph,https://cointelegraph.com/news/eu-blockchain-group-68m-bitcoin-treasury?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T08:55:27,"Dubai regulator greenlights Ripple’s RLUSD stablecoin","Ripple’s RLUSD stablecoin will support the Dubai Land Department’s blockchain initiative to tokenize real estate title deeds on the XRP Ledger.",Cointelegraph,https://cointelegraph.com/news/dubai-land-department-real-estate-tokenization-ripple?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T08:20:53,"FCA-registered BCP launches British pound stablecoin","BCP Technologies CEO says its new pound-backed stablecoin tGBP might be considered a “live proof-of-concept for future FCA stablecoin regulation.”",Cointelegraph,https://cointelegraph.com/news/gpb-stablecoin-fca-registered-bcp-tgbp-launch?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T08:00:27,"Gold fractal boosts Ethereum price potential to hit $6K","Fading Solana hype and rising institutional inflows are boosting Ethereum’s fundamental strength.",Cointelegraph,https://cointelegraph.com/news/gold-fractal-boosts-ethereum-price-potential-6k?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T07:40:59,"Revolut eyes crypto derivatives push, job listing suggests","Revolut’s new job listing reveals plans to build a crypto derivatives business from scratch, leveraging its 50 million-strong global customer base.",Cointelegraph,https://cointelegraph.com/news/revolut-crypto-derivatives-push-job-listing?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T06:39:43,"ConSensys says Web3Auth acquisition to ‘greatly improve’ MetaMask UX","ConSensys has acquired Web3Auth, which it says will help it improve the user experience for its popular MetaMask crypto wallet.",Cointelegraph,https://cointelegraph.com/news/consensys-acquires-web3auth-improve-metamask-ux?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T06:15:38,"Coinbase aware of recently disclosed data leak since January: Reuters","Reuters reports that Coinbase was made aware in January that an employee of an outsourcing company could have leaked its customer data, months before its recent public disclosure.",Cointelegraph,https://cointelegraph.com/news/coinbase-aware-recently-disclosed-data-leak-months-reuters?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T06:04:14,"Norwegian crypto platform spikes 138% on Bitcoin treasury plan","Shares in the Norwegian Block Exchange jumped 138% on June 2 after the crypto exchange said it bought 6 Bitcoin and planned to buy many more.",Cointelegraph,https://cointelegraph.com/news/norwegian-block-exchange-stock-rises-bitcoin-plan?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T05:45:56,"Crypto lobby pushes Senate to pass stablecoin bill without debate","The GENIUS Act could soon be up for Senate debate and crypto lobbyists urged senators to quickly pass the bill as amendments on credit card fees threaten to delay the bill.",Cointelegraph,https://cointelegraph.com/news/crypto-lobby-pushes-senate-pass-stablecoin-bill-without-debate?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T04:12:46,"Russia’s largest bank Sber offers up Bitcoin-linked bonds","Russia’s largest commercial bank, Sber, launched a Bitcoin-linked bond product that’s now trading on OTC markets and may soon be listed on the country's top stock exchange.",Cointelegraph,https://cointelegraph.com/news/russia-sber-launches-bitcoin-linked-bonds?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T03:12:43,"ARK 21Shares Bitcoin ETF to split stock for retail investors","21Shares says it wants to make its flagship Bitcoin ETF more attractive to retail investors by reducing its cost per share.",Cointelegraph,https://cointelegraph.com/news/ark-21shares-bitcoin-etf-3-for-1-stock-split?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T02:42:06,"Michael Saylor’s Strategy offers $250M preferred stock to buy more Bitcoin","Bitcoin-stacking Strategy is looking to raise $250 million through a new perpetual preferred stock listing to buy more Bitcoin.",Cointelegraph,https://cointelegraph.com/news/michael-saylor-strategy-250m-preferred-stock-buy-more-bitcoin?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-03T02:19:35,"Australia rolls out new crypto ATM rules as feds flag rising scams","Australian Federal Police say scam losses via crypto ATMs surpassed 3.1 million Australian dollars ($2 million) in a 12-month period, which “may be just the tip of the iceberg.”",Cointelegraph,https://cointelegraph.com/news/australia-new-crypto-atm-rules-amid-rising-scams?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-02T23:31:56,"Robinhood completes $200M acquisition of crypto exchange Bitstamp","Robinhood has acquired the world’s longest-running crypto exchange, Bitstamp, for $200 million, expanding its institutional crypto offerings to Europe, the UK and Asia.",Cointelegraph,https://cointelegraph.com/news/robinhood-200-million-acquisition-bitstamp?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-02T23:30:00,"Crypto broker FalconX acquires majority stake in Monarq — Report","FalconX has made other moves in 2025, acquiring derivatives startup Arbelos Markets and partnering with Standard Chartered.",Cointelegraph,https://cointelegraph.com/news/crypto-broker-falconx-acquires-majority-stake-in-monarq-report?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-02T22:15:00,"Ethereum Foundation lays off staff, rebrands core team","The Ethereum Foundation has restructured its core development team and reduced headcount to focus on scaling and user experience.",Cointelegraph,https://cointelegraph.com/news/ethereum-foundation-lays-off-staff-rebrands-core-team?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
2025-06-02T21:57:09,"SOL Strategies reports Q2 net loss of $3.5M while staking, validating revenue surge","In addition to buffering its SOL holdings, SOL Strategies added SUI to its balance sheets and decreased exposure to Bitcoin in Q1 2025.",Cointelegraph,https://cointelegraph.com/news/sol-strategies-reports-q2-net-loss-staking-validating-revenue-surge?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,"","",finnhub
